ticker,type,sector,mom_12_1_spdji,mom_21d_spdji,mom_12_1_spdji_vs_spy,mom_21d_spdji_vs_spy,ulcer_12_1,ulcer_63d,max_dd_12_1,max_dd_63d,sma20_slope_3d,sma100_slope_3d,sma200_slope_3d,trend_consistency,trend_bucket,ret_12_1_vs_spy,bull_stack_days_12_1_20_50_100,sharpe_12_1,sortino_12_1,rsi14,rsi14_trend_1w,vol_trend_20d,beta_252d_vs_spy,ticker_vs_sector_z_12_1,ticker_vs_sector,sector_vs_market_z_12_1,sector_vs_market,sector_dispersion_12_1_pct,sector_corr_21d_z,market_dispersion_12_1_pct,market_corr_21d_z,sector_alignment_score
AEM,Stock,materials,30.427938405515704,12.726827791270308,16.82130730695745,3.710417543167095,5.203551562850825,2.2253784084038974,-15.137282048772782,-5.6318579686641,Up,Up,Up,59.21797717086344,Acceptable,0.9615195848737654,221.0,1.4095070032709798,2.036523475341892,81.28427699627791,Up,Falling,0.18149590888303138,2.902094344169635,Best in Breed,-0.46102517043649444,Sector Neutral,0.4007936507936508,-0.3047583230038841,0.2698412698412698,-0.42459614383165534,2.902094344169635
AL,Stock,industrials,15.560089881196973,5.458698086363908,1.9534587826387195,-3.557712161739305,7.466754325589087,3.474344269073326,-21.720447118439456,-9.037658292256312,Up,Up,Up,61.97786072046563,Acceptable,-0.006945495154995651,86.0,0.6651614739597577,0.9472043849153551,72.22009721338458,Flat,Falling,1.2107658915210966,0.5512839131242092,In Line,0.6697844182888637,Sector Outperform,0.373015873015873,0.048386650395389336,0.2698412698412698,-0.42459614383165534,0.5512839131242092
ABNB,Stock,consumer_discretionary,3.3429795692258812,0.3438672189817837,-10.263651529332371,-8.67254302912143,15.178027184907005,9.02549365848478,-34.52483977184225,-16.783905455618033,Down,Up,Down,41.24229292509482,Acceptable,-1.167370171499763,71.0,0.03523193316004574,0.05092381228141475,53.257415810273876,Up,Rising,1.2922094129976762,-0.4919943498020122,In Line,0.8809005445532264,Sector Outperform,0.35714285714285715,-0.29515459244002623,0.2698412698412698,-0.42459614383165534,-0.4919943498020122
AA,Stock,materials,-1.7954059958689847,4.261662097741128,-15.402037094427238,-4.754748150362085,28.793890145508048,4.5934185830618555,-52.251641632852454,-11.526476778953443,Up,Up,Down,33.30425101372923,Choppy,-1.605877421258179,59.0,-0.2001392898906098,-0.27826000480673896,55.241081243218034,Down,Falling,1.5382630931633103,-0.2050577075152017,In Line,-0.46102517043649444,Sector Neutral,0.4007936507936508,-0.3047583230038841,0.2698412698412698,-0.42459614383165534,-0.2050577075152017
ALC,Stock,health_care,-2.8013719566249464,-1.6623935799089076,-16.4080030551832,-10.678803828012121,10.972364389615734,8.947389809272728,-17.89400531795502,-16.287143866453334,Down,Down,Down,45.69633119629054,Acceptable,-2.232558484868167,85.0,-0.32366823314059556,-0.4486292560974957,37.99473129264883,Flat,Falling,0.7135940423317675,-0.20509745913688426,In Line,-1.2526612566607174,Sector Underperform,0.6984126984126984,0.2312101461213987,0.2698412698412698,-0.42459614383165534,-0.20509745913688426
BABA,Stock,consumer_discretionary,15.812447520701367,9.810274171247812,2.205816422143114,0.793863923144599,18.23535880215985,3.949691065986915,-32.66246102689223,-11.263994585549009,Up,Up,Up,52.14531959623956,Acceptable,-0.024478213462301834,108.0,0.8175712690216771,1.2175015584951963,72.82748889841926,Down,Falling,0.723036736519103,0.35689229232264746,In Line,0.8809005445532264,Sector Outperform,0.35714285714285715,-0.29515459244002623,0.2698412698412698,-0.42459614383165534,0.35689229232264746
ATI,Stock,industrials,4.1688254007475765,6.686365780418791,-9.437805697810678,-2.330044467684422,14.493537919745844,15.790112665997134,-37.516745027831334,-25.314071560879768,Up,Up,Up,81.19767167352447,Clean,-0.7620788386804853,94.0,0.14543478976666063,0.1985083478230528,59.482594976296866,Up,Rising,1.5245370122145765,-0.42350833669785687,In Line,0.6697844182888637,Sector Outperform,0.373015873015873,0.048386650395389336,0.2698412698412698,-0.42459614383165534,-0.42350833669785687
LNT,Stock,utilities,15.721014018554595,-4.022828552950879,2.1143829199963413,-13.039238801054093,5.114507858272765,2.2476670084845303,-10.978196018174646,-5.002243135367812,Down,Up,Up,54.264953819167125,Acceptable,-0.3869372548799632,142.0,0.7129733098088458,0.9822811159914658,46.54201044186203,Down,Falling,0.22780270061685143,0.10646234616509902,In Line,1.507595327305934,Sector Outperform,0.4007936507936508,0.30429666491143276,0.2698412698412698,-0.42459614383165534,0.10646234616509902
ALL,Stock,financials,11.955497891316055,0.16802552763692152,-1.6511332072421983,-8.848384720466292,5.658613955658155,3.616711288414917,-14.106952214289448,-7.6546470546137275,Down,Up,Down,64.75957373937206,Acceptable,-0.5673295348959665,140.0,0.5469391597733912,0.7501285179133124,56.935805659184616,Up,Rising,0.5706034816061877,0.10896378910570219,In Line,0.7009181369232445,Sector Outperform,0.10317460317460317,-0.29325201825938035,0.2698412698412698,-0.42459614383165534,0.10896378910570219
GOOG,Stock,communication_services,12.178826542567311,12.493877482329212,-1.4278045559909422,3.4774672342259993,12.839459603243455,0.9032252005105454,-29.350060555515878,-3.7935629472845234,Up,Up,Up,74.28530142875778,Clean,-0.20813872364556185,92.0,0.5762388874208192,0.8113637748685287,86.46571651706512,Down,Falling,0.9992377907113829,-0.12872368747249963,In Line,1.3390768345413788,Sector Outperform,0.5634920634920635,-0.7757264894847336,0.2698412698412698,-0.42459614383165534,-0.12872368747249963
AMZN,Stock,consumer_discretionary,13.572532622082067,2.6165159797167457,-0.03409847647618669,-6.3998942683864675,11.641848027203782,3.061306858302593,-30.876638431876057,-9.59378354419349,Up,Up,Up,50.106774051413126,Acceptable,-0.4628539003502733,116.0,0.6133786269484722,0.8900705488855675,52.61891038771946,Flat,Falling,1.319814872726432,0.20440512572233213,In Line,0.8809005445532264,Sector Outperform,0.35714285714285715,-0.29515459244002623,0.2698412698412698,-0.42459614383165534,0.20440512572233213
AMCR,Stock,materials,-8.743601710983478,-4.474941715054404,-22.35023280954173,-13.491351963157618,12.177714233910919,9.967210660718933,-22.722976034172483,-17.60563454603805,Down,Down,Down,30.12967778371677,Choppy,-2.4121553621282574,69.0,-0.8909235436758677,-1.1066458076057037,37.310378653053235,Up,Falling,0.5155773062832113,-0.8750409439789523,In Line,-0.46102517043649444,Sector Neutral,0.4007936507936508,-0.3047583230038841,0.2698412698412698,-0.42459614383165534,-0.8750409439789523
AEE,Stock,utilities,24.36576061657866,-2.3369438709083514,10.759129518020409,-11.353354119011565,3.9281337571011012,1.9255683715231289,-8.450897335164143,-3.869027177435158,Down,Up,Up,51.48535174950607,Acceptable,0.13475162048730516,160.0,1.1596559460712026,1.677084218440841,47.21485323365781,Down,Falling,0.23651202754658668,0.7920308150855292,In Line,1.507595327305934,Sector Outperform,0.4007936507936508,0.30429666491143276,0.2698412698412698,-0.42459614383165534,0.7920308150855292
AGNC,Stock,real_estate,7.9028630819029315,4.2655749352965895,-5.703768016655322,-4.750835312806624,7.739481870813637,1.3957814845613978,-21.153791258704267,-3.8572769811434537,Up,Up,Up,40.094593936243214,Acceptable,-0.9740536561618722,107.0,0.2890953230873325,0.3758137311023725,52.47752878843205,Down,Rising,0.6695030332163795,0.7876856471673712,In Line,-0.9860792787504296,Sector Underperform,0.5714285714285714,-0.7656573788873571,0.2698412698412698,-0.42459614383165534,0.7876856471673712
AXP,Stock,financials,11.515167039600534,7.365627602355856,-2.091464058957719,-1.6507826457473573,9.554813613672355,5.067123351722867,-28.757427250669608,-10.319085534781646,Up,Up,Up,77.82757623456011,Clean,-0.3785925274478694,167.0,0.5441187180633521,0.7927897843749042,69.1149786248197,Up,Rising,1.3441550832832472,0.06866419347772727,In Line,0.7009181369232445,Sector Outperform,0.10317460317460317,-0.29325201825938035,0.2698412698412698,-0.42459614383165534,0.06866419347772727
AHR,Stock,real_estate,68.17937656342818,-0.7635254100014031,54.572745464869925,-9.779935658104616,3.504950792540521,1.1413023458644185,-11.26989847072627,-3.6957079664504233,Up,Up,Up,88.93158799161493,Clean,2.2436591037666065,252.0,2.720254479918954,4.405521733419281,54.65645394510979,Down,Falling,0.5465748770036455,7.392186062443213,Best in Breed,-0.9860792787504296,Sector Underperform,0.5714285714285714,-0.7656573788873571,0.2698412698412698,-0.42459614383165534,7.392186062443213
AMH,Stock,real_estate,-4.2107909671391,-3.722667306800508,-17.817422065697354,-12.739077554903721,9.953701788922983,4.789086313308357,-18.98209826821621,-8.763259634072163,Down,Down,Down,34.064109755983665,Choppy,-1.9845911415149797,78.0,-0.4980992079267478,-0.6970618553767886,38.94900204134481,Flat,Falling,0.5240381812721274,-0.5396079963498074,In Line,-0.9860792787504296,Sector Underperform,0.5714285714285714,-0.7656573788873571,0.2698412698412698,-0.42459614383165534,-0.5396079963498074
AMGN,Stock,health_care,-3.4135286485070213,-2.163935642335206,-17.020159747065275,-11.180345890438419,12.40138849997416,5.474206896977179,-22.74055143515209,-10.971055172309496,Down,Up,Up,59.90163374393529,Acceptable,-1.7917653607831245,72.0,-0.40549873599679004,-0.5237494811755518,52.83345736266876,Up,Rising,0.42463794895709056,-0.25326104840714797,In Line,-1.2526612566607174,Sector Underperform,0.6984126984126984,0.2312101461213987,0.2698412698412698,-0.42459614383165534,-0.25326104840714797
AMRX,Stock,health_care,7.6715262383329925,2.0743998940237027,-5.935104860225261,-6.94201035407951,12.308215314934479,2.7341119951114687,-24.648650916847025,-7.125889539144248,Up,Up,Up,47.27178099056619,Acceptable,-1.0538429901729744,106.0,0.36411671038333426,0.5230324320257209,60.909131311229764,Down,Falling,0.8671178234966299,0.6188947863459269,In Line,-1.2526612566607174,Sector Underperform,0.6984126984126984,0.2312101461213987,0.2698412698412698,-0.42459614383165534,0.6188947863459269
APH,Stock,technology,30.883636362197162,8.126678572562275,17.27700526363891,-0.8897316755409381,8.38579258033612,1.2498414787711347,-24.579164295314126,-2.892682376665301,Up,Up,Up,84.17766804710999,Clean,1.5077787972855194,106.0,1.3399114874505913,1.9028851141547904,75.63140723969913,Up,Rising,1.2796864783611581,1.7112957625767522,Best in Breed,-0.19627724623798987,Sector Neutral,0.35714285714285715,-0.9690712594562025,0.2698412698412698,-0.42459614383165534,1.7112957625767522
ADI,Stock,technology,2.009434608672873,-0.2808458706421322,-11.59719648988538,-9.297256118745345,10.63463303099153,4.590639052656742,-32.197460468027515,-10.17584022205017,Up,Up,Up,76.1283151057847,Clean,-0.8108308937085311,51.0,0.006349396087708929,0.009286686088716585,52.33045494880292,Flat,Falling,1.5351265234639027,-0.2915328709510585,In Line,-0.19627724623798987,Sector Neutral,0.35714285714285715,-0.9690712594562025,0.2698412698412698,-0.42459614383165534,-0.2915328709510585
AR,Stock,energy,2.4702995913935433,2.339086134905817,-11.13633150716471,-6.677324113197396,11.682950506954406,20.847129197970155,-31.772495038627945,-29.468708582159397,Up,Down,Down,48.14992902203629,Acceptable,-0.8104540165660777,97.0,0.05639517788960227,0.07359707295045571,43.46548562312612,Down,Falling,1.1081744584886286,0.15809362579697095,In Line,-1.1191617025023841,Sector Underperform,0.5873015873015873,-0.42397936983590534,0.2698412698412698,-0.42459614383165534,0.15809362579697095
AON,Stock,financials,9.79446552930927,-5.910688838264357,-3.8121655692489824,-14.92709908636757,8.071285520004324,2.4235997099064366,-17.9492800531161,-6.382066882673254,Down,Up,Down,61.618440560761286,Acceptable,-0.7469992425732399,130.0,0.3788177058216818,0.5151238678513985,35.53578678019505,Down,Falling,0.40056102965756124,-0.08881642545011387,In Line,0.7009181369232445,Sector Outperform,0.10317460317460317,-0.29325201825938035,0.2698412698412698,-0.42459614383165534,-0.08881642545011387
APG,Stock,industrials,28.054275689099427,-1.128793168265958,14.447644590541174,-10.14520341636917,6.33544384550586,2.2859570251965238,-21.23287139148391,-4.8156301393834084,Down,Up,Up,78.99492234527726,Clean,0.9162298539150409,119.0,1.2480764879397899,1.9585491266594472,48.219870134765635,Down,Rising,1.0200966020677489,1.6204571830700651,Best in Breed,0.6697844182888637,Sector Outperform,0.373015873015873,0.048386650395389336,0.2698412698412698,-0.42459614383165534,1.6204571830700651
AAPL,Stock,technology,1.2269919399910525,6.035304346023291,-12.379639158567201,-2.981105902079922,13.90394781801032,1.9423929682821197,-33.36051616882113,-5.6063381591294315,Up,Up,Up,74.11453632163702,Clean,-0.999083568402286,110.0,-0.044498550035338126,-0.06345419135962709,67.93112279068833,Up,Rising,1.2482818315285733,-0.34580618365791416,In Line,-0.19627724623798987,Sector Neutral,0.35714285714285715,-0.9690712594562025,0.2698412698412698,-0.42459614383165534,-0.34580618365791416
AMAT,Stock,technology,-7.3490099975342,9.087608641166051,-20.955641096092453,0.07119839306283815,19.690875166293978,11.439309832445089,-40.37045091499427,-21.371954958108685,Up,Up,Up,61.20371586572635,Acceptable,-1.7557287125493133,38.0,-0.6537063485131897,-0.8487643490328213,71.20155793422087,Up,Rising,1.5602766305039693,-0.9406715374531608,In Line,-0.19627724623798987,Sector Neutral,0.35714285714285715,-0.9690712594562025,0.2698412698412698,-0.42459614383165534,-0.9406715374531608
APP,Stock,communication_services,64.62567184189872,19.29520598544281,51.01904074334047,10.278795737339596,25.85256011638398,3.418364919033179,-56.997237367446886,-11.695930431945934,Up,Up,Up,57.43043361135625,Acceptable,1.3978765773818078,153.0,1.713638160361771,2.6826726629886664,86.7322506848501,Up,Falling,2.222401589945011,3.3704268754399975,Best in Breed,1.3390768345413788,Sector Outperform,0.5634920634920635,-0.7757264894847336,0.2698412698412698,-0.42459614383165534,3.3704268754399975
ACGL,Stock,financials,-3.452452788413747,-4.454849287633107,-17.059083886972,-13.47125953573632,14.129971968310207,3.187017457290254,-22.184731167037384,-6.6174923891611055,Down,Down,Down,66.48728582967325,Clean,-2.0954200219830668,69.0,-0.35536807826523403,-0.47270448239935026,43.01195275852789,Down,Rising,0.573547821063833,-1.3011899156137023,Underperforming,0.7009181369232445,Sector Outperform,0.10317460317460317,-0.29325201825938035,0.2698412698412698,-0.42459614383165534,-1.3011899156137023
AROC,Stock,energy,10.332152171146712,-1.7441783696318756,-3.2744789274115416,-10.760588617735088,13.647154452109493,5.7177995634863565,-30.313756833238394,-11.957077463149224,Down,Up,Down,69.69850038211982,Clean,-0.31947321649105065,94.0,0.5022215382479529,0.6943408278543249,48.13649645867435,Flat,Rising,1.3774791612618527,0.8972530245208635,In Line,-1.1191617025023841,Sector Underperform,0.5873015873015873,-0.42397936983590534,0.2698412698412698,-0.42459614383165534,0.8972530245208635
ARES,Stock,financials,11.108012836570957,2.3354802609955816,-2.4986182619872963,-6.680929987107632,13.059562992331328,4.250946478195439,-39.984376014372266,-9.177207728483495,Up,Up,Up,84.79812471553798,Clean,-0.5173479355539203,172.0,0.4914316059557214,0.6481551197524044,55.33496454493478,Up,Falling,1.626654625902757,0.031400963621366934,In Line,0.7009181369232445,Sector Outperform,0.10317460317460317,-0.29325201825938035,0.2698412698412698,-0.42459614383165534,0.031400963621366934
ANET,Stock,technology,14.410560590879394,4.56288911149718,0.8039294923211404,-4.453521136606033,21.604314448852307,3.133257181102976,-50.41596124253692,-8.919233203940047,Up,Up,Up,85.28359843858384,Clean,-0.1394170065093716,154.0,0.6302460809319389,0.8262507306062443,62.47040838991695,Up,Falling,1.6999170852322452,0.5686581887764145,In Line,-0.19627724623798987,Sector Neutral,0.35714285714285715,-0.9690712594562025,0.2698412698412698,-0.42459614383165534,0.5686581887764145
ADP,Stock,industrials,15.191180708777773,-3.9253121838465126,1.5845496102195202,-12.941722431949726,4.26138777868268,3.268517640539753,-12.680544937076998,-6.811342744804594,Down,Up,Down,67.43308796472765,Clean,-0.4453711818257522,154.0,0.6547262446330115,0.9175007430328772,42.710742536149674,Up,Falling,0.6110872569971973,0.5197150032126099,In Line,0.6697844182888637,Sector Outperform,0.373015873015873,0.048386650395389336,0.2698412698412698,-0.42459614383165534,0.5197150032126099
BIDU,Stock,communication_services,0.04090051527667039,16.366798340615475,-13.565730583281583,7.3503880925122616,21.87081049983023,3.9113407751615736,-33.240682320897264,-7.974278883226759,Up,Up,Up,72.99641331300555,Clean,-1.1943824955749418,40.0,-0.02611315508771158,-0.03690883415780958,85.23382578700036,Up,Rising,0.6686516162053887,-0.9385422847318802,In Line,1.3390768345413788,Sector Outperform,0.5634920634920635,-0.7757264894847336,0.2698412698412698,-0.42459614383165534,-0.9385422847318802
BDX,Stock,health_care,-7.819371438668464,-3.5704431525453257,-21.426002537226715,-12.58685340064854,17.129158329213045,3.0085413927304723,-33.394227613182224,-6.966326941749723,Down,Down,Down,22.81731404309431,Choppy,-1.9300526584946045,53.0,-0.6249168777363672,-0.7370575093526769,46.86959638307499,Up,Falling,0.5053875638310953,-0.5999062870343301,In Line,-1.2526612566607174,Sector Underperform,0.6984126984126984,0.2312101461213987,0.2698412698412698,-0.42459614383165534,-0.5999062870343301
BRBR,Stock,consumer_staples,-8.324280658100566,-2.5674176628300924,-21.93091175665882,-11.583827910933305,17.11677308090118,25.815145522414767,-54.42750902717195,-40.61873114619343,Down,Down,Down,56.985896667647005,Acceptable,-2.367465283050559,82.0,-0.6364695323325289,-0.7041379382162751,36.83558283990098,Up,Falling,0.8917641047146839,-0.622975733919282,In Line,-1.083070607024632,Sector Underperform,0.5873015873015873,-0.7877872496449966,0.2698412698412698,-0.42459614383165534,-0.622975733919282
BSY,Stock,technology,4.425644533584386,-0.8753267952496769,-9.180986564973868,-9.89173704335289,10.333523749067394,6.462323037135836,-25.354748849414797,-11.920980678610727,Down,Up,Up,45.54759475970124,Acceptable,-0.8953709273697367,59.0,0.10898855744758329,0.15431598791926404,43.97968907398309,Up,Rising,0.7450679400440263,-0.12393501098126049,In Line,-0.19627724623798987,Sector Neutral,0.35714285714285715,-0.9690712594562025,0.2698412698412698,-0.42459614383165534,-0.12393501098126049
WRB,Stock,financials,19.411350848847412,1.1236935114444042,5.804719750289159,-7.892716736658809,5.04447549102716,4.685007362132769,-11.847152357191638,-8.3062764363378,Up,Up,Up,76.4583840041956,Clean,0.27238811629057724,180.0,0.8837545112774664,1.2872242958316402,57.908551392205496,Up,Rising,0.3262015127876314,0.7913321902284884,In Line,0.7009181369232445,Sector Outperform,0.10317460317460317,-0.29325201825938035,0.2698412698412698,-0.42459614383165534,0.7913321902284884
BMRN,Stock,health_care,-16.475425097092185,-3.4393184706066533,-30.082056195650438,-12.455728718709867,31.29040551010056,6.176997365802702,-42.3699872745857,-14.193445619590484,Down,Down,Down,25.40643392600413,Choppy,-2.0561092578988385,41.0,-1.362137815746562,-1.6092031161263356,41.722410142426995,Up,Rising,0.7305971212429394,-1.2809518732941239,Underperforming,-1.2526612566607174,Sector Underperform,0.6984126984126984,0.2312101461213987,0.2698412698412698,-0.42459614383165534,-1.2809518732941239
BX,Stock,financials,11.62565648092598,9.357607728561783,-1.980974617632274,0.34119748045857,18.84188605597234,2.874794782458424,-39.16397210185455,-7.678429520274843,Up,Up,Up,73.48281610838437,Clean,-0.9083646993200488,126.0,0.49305448920552947,0.7093556221282763,70.1402092544856,Up,Falling,1.5784524750770994,0.07877631664427065,In Line,0.7009181369232445,Sector Outperform,0.10317460317460317,-0.29325201825938035,0.2698412698412698,-0.42459614383165534,0.07877631664427065
OWL,Stock,financials,3.9766194898949925,1.1448525856726517,-9.63001160866326,-7.871557662430561,19.499777333826394,7.007004636669273,-39.95709397809043,-13.548583288253624,Up,Up,Down,62.084048324325835,Acceptable,-1.036723383252691,112.0,0.10707253096378058,0.14514165413291372,53.47270813421193,Up,Rising,1.7434756392273059,-0.6212725136410081,In Line,0.7009181369232445,Sector Outperform,0.10317460317460317,-0.29325201825938035,0.2698412698412698,-0.42459614383165534,-0.6212725136410081
BAH,Stock,industrials,-10.312023658434951,-4.320852451077312,-23.918654756993206,-13.337262699180524,31.454933228084943,6.2126265686325155,-45.524298278004515,-12.280182152665109,Down,Down,Down,53.828239398900855,Acceptable,-2.7107116227452415,48.0,-0.850428419363731,-1.0404486722451565,40.09731981532066,Up,Rising,0.33121807212941307,-1.662687662045011,Underperforming,0.6697844182888637,Sector Outperform,0.373015873015873,0.048386650395389336,0.2698412698412698,-0.42459614383165534,-1.662687662045011
BSX,Stock,health_care,23.122296403231108,-6.568688032745486,9.515665304672854,-15.5850982808487,4.026710404849262,3.7031442452819707,-15.520816829504447,-9.53393528461649,Down,Down,Up,76.28715421694675,Clean,0.5397035528801248,174.0,1.0968697241812746,1.532731115368525,27.05738980606175,Down,Falling,0.7338176592143735,1.8345386860204764,Best in Breed,-1.2526612566607174,Sector Underperform,0.6984126984126984,0.2312101461213987,0.2698412698412698,-0.42459614383165534,1.8345386860204764
BOX,Stock,technology,6.332824133827069,2.1607340017767607,-7.273806964731184,-6.8556762463264524,10.17885652607133,6.287329404666359,-20.280508106953622,-10.18812916973747,Up,Up,Down,54.3850755555533,Acceptable,-1.526881251374021,96.0,0.250604645236329,0.44118087110786963,47.002811061520454,Down,Rising,0.5049806370495813,0.008354495937487256,In Line,-0.19627724623798987,Sector Neutral,0.35714285714285715,-0.9690712594562025,0.2698412698412698,-0.42459614383165534,0.008354495937487256
BYD,Stock,consumer_discretionary,25.554743048148236,0.20259842909675863,11.948111949589983,-8.813811819006455,7.374420851932574,3.0452992297730064,-23.339774593269034,-6.68852979339113,Down,Up,Up,64.307048655426,Acceptable,0.14419762651137447,167.0,1.2146112025166123,1.9046279880462413,45.095918590383064,Up,Rising,0.9863681972399663,1.0201206328631818,Best in Breed,0.8809005445532264,Sector Outperform,0.35714285714285715,-0.29515459244002623,0.2698412698412698,-0.42459614383165534,1.0201206328631818
EAT,Stock,consumer_discretionary,42.65499989721633,-4.086594014649269,29.048368798658075,-13.103004262752481,13.420583582910917,13.83811804053172,-31.965743316575345,-25.904791360815793,Down,Down,Up,46.91969181466556,Acceptable,1.1119239435130392,155.0,1.569814892497231,2.317987880394078,27.578817168434995,Down,Rising,1.1684353331433714,2.184258483216048,Best in Breed,0.8809005445532264,Sector Outperform,0.35714285714285715,-0.29515459244002623,0.2698412698412698,-0.42459614383165534,2.184258483216048
BRX,Stock,real_estate,5.86659418024293,2.3001561665612686,-7.740036918315323,-6.716254081541944,10.476296424591743,1.410501979621127,-22.42463494274847,-4.103916319673074,Up,Up,Down,68.60636699179474,Clean,-1.2059418333797076,116.0,0.17486385506126315,0.24722062988887883,52.22427119022549,Down,Falling,0.7166845091858708,0.5645715679041646,In Line,-0.9860792787504296,Sector Underperform,0.5714285714285714,-0.7656573788873571,0.2698412698412698,-0.42459614383165534,0.5645715679041646
AVGO,Stock,technology,22.038594526461026,5.54620142378195,8.431963427902772,-3.470208824321263,13.376131354018222,2.985330543171031,-41.1496782466929,-7.425752474462266,Up,Up,Up,88.60020011765063,Clean,0.8311464383327465,139.0,0.9546727784586783,1.440708445070899,59.6683956818502,Down,Rising,1.7725876409930434,1.09776873922964,Best in Breed,-0.19627724623798987,Sector Neutral,0.35714285714285715,-0.9690712594562025,0.2698412698412698,-0.42459614383165534,1.09776873922964
BRO,Stock,financials,-2.9518904822151484,-4.546975345976004,-16.5585215807734,-13.563385594079218,9.727325690256073,12.104874690140024,-26.470072221367104,-17.95936310945797,Down,Down,Down,61.01563605727802,Acceptable,-1.5714479728663695,126.0,-0.345696909896182,-0.41963513917710726,37.54703952941687,Up,Falling,0.41761282601376903,-1.255377866678638,Underperforming,0.7009181369232445,Sector Outperform,0.10317460317460317,-0.29325201825938035,0.2698412698412698,-0.42459614383165534,-1.255377866678638
BRKR,Stock,health_care,-14.404570585835478,-0.4850809317157048,-28.011201684393733,-9.501491179818919,32.504055038615334,19.624654181515858,-56.80020353674335,-33.189164175781386,Down,Down,Down,33.313339545951,Choppy,-3.405198466759795,4.0,-1.2869230989403673,-1.6979352638292504,50.534673007535446,Up,Rising,1.120511657504757,-1.118020082395962,Underperforming,-1.2526612566607174,Sector Underperform,0.6984126984126984,0.2312101461213987,0.2698412698412698,-0.42459614383165534,-1.118020082395962
BWXT,Stock,industrials,28.375533266679415,2.8247348026268457,14.768902168121162,-6.191675445476367,13.204802612132072,5.698095894978179,-32.869460835278105,-11.94454578008315,Up,Up,Up,80.96702657783253,Clean,1.4076695164956714,141.0,1.2697173199968064,2.0138758600714395,60.26219819424243,Down,Rising,1.012106931909185,1.6479483713713332,Best in Breed,0.6697844182888637,Sector Outperform,0.373015873015873,0.048386650395389336,0.2698412698412698,-0.42459614383165534,1.6479483713713332
CDNS,Stock,technology,9.115280711694986,2.8923139107394156,-4.491350386863267,-6.124096337363797,10.908970246560544,4.221832068560995,-28.625133021901206,-8.759399538292389,Up,Up,Up,82.15914693476765,Clean,-0.2659984466175732,85.0,0.4174284095916556,0.5950257729965713,62.20837543782096,Up,Rising,1.3498066650379692,0.2013566697559019,In Line,-0.19627724623798987,Sector Neutral,0.35714285714285715,-0.9690712594562025,0.2698412698412698,-0.42459614383165534,0.2013566697559019
CTRE,Stock,real_estate,18.764155809270548,-0.6807255336332185,5.157524710712295,-9.697135781736431,11.06629866892383,1.1684794718133376,-23.185872691261665,-3.133992733898461,Up,Up,Up,77.68483927216889,Clean,-0.2862140764754263,154.0,0.8494921525994089,1.2115419053015253,57.40077264873256,Down,Falling,0.1844392684372102,1.9777580018054377,Best in Breed,-0.9860792787504296,Sector Underperform,0.5714285714285714,-0.7656573788873571,0.2698412698412698,-0.42459614383165534,1.9777580018054377
CCL,Stock,consumer_discretionary,30.755673644422565,1.9445819720414457,17.14904254586431,-7.071828276061767,16.18074313123279,3.1931176703025645,-42.330640796172446,-7.709820915846278,Up,Up,Up,43.72256808383075,Acceptable,0.08693010007740831,129.0,1.2532952755380986,1.9055434041648596,46.18950856644315,Down,Rising,1.771298876945917,1.3741854997023724,Best in Breed,0.8809005445532264,Sector Outperform,0.35714285714285715,-0.29515459244002623,0.2698412698412698,-0.42459614383165534,1.3741854997023724
CUK,Stock,consumer_discretionary,31.35479693284479,1.2812839519547086,17.748165834286535,-7.735126296148504,16.456721977032185,2.9256928098842296,-43.0994605821119,-6.357792290054254,Up,Up,Up,44.11832578933793,Acceptable,0.16135305991908377,127.0,1.2744667523926254,1.9597467886460567,44.90669632269987,Down,Rising,1.7828925333657373,1.414972144209305,Best in Breed,0.8809005445532264,Sector Outperform,0.35714285714285715,-0.29515459244002623,0.2698412698412698,-0.42459614383165534,1.414972144209305
CVNA,Stock,consumer_discretionary,27.020707433255062,7.053419450410845,13.414076334696809,-1.9629907976923677,14.901199165169164,6.551539245929696,-43.02386185300415,-13.214759284857646,Up,Up,Up,45.6290596128689,Acceptable,-0.2758790632216711,174.0,1.101217160638953,1.5828992150444574,64.96111275643253,Up,Falling,2.092797055545082,1.119919404486026,Best in Breed,0.8809005445532264,Sector Outperform,0.35714285714285715,-0.29515459244002623,0.2698412698412698,-0.42459614383165534,1.119919404486026
CAVA,Stock,consumer_discretionary,-8.31176934716219,-3.4010886878439304,-21.918400445720444,-12.417498935947144,31.75210698976303,18.668470066359816,-54.632824275551386,-32.22162159563663,Down,Down,Down,46.23449481327931,Acceptable,-2.6412876519440944,82.0,-0.6704607111386313,-0.882111609826556,34.46155087015002,Up,Rising,1.7115384082183547,-1.285417189568644,Underperforming,0.8809005445532264,Sector Outperform,0.35714285714285715,-0.29515459244002623,0.2698412698412698,-0.42459614383165534,-1.285417189568644
CBRE,Stock,real_estate,22.557551635694473,2.475197812234235,8.95092053713622,-6.541212435868978,8.586419103331037,1.5876101588693619,-22.558282702322842,-4.2883082160452,Up,Up,Up,66.80271942264058,Clean,0.33071506937227,155.0,1.0724517647056602,1.5641203832769937,56.72739916788338,Down,Rising,0.9914099264510514,2.39340056080317,Best in Breed,-0.9860792787504296,Sector Underperform,0.5714285714285714,-0.7656573788873571,0.2698412698412698,-0.42459614383165534,2.39340056080317
